scaffold	id	begin	end	size	transposable	taxonomy
SAMN18985901_24	SAMN18985901_24_prophage1	48518	72029	23.511	False	Siphoviridae
SAMN18977487_24	SAMN18977487_24_prophage1	48518	72029	23.511	False	Siphoviridae
SAMN18977394_24	SAMN18977394_24_prophage1	46460	69971	23.511	False	Siphoviridae
SAMN18942672_16	SAMN18942672_16_prophage1	46462	69973	23.511	False	Siphoviridae
SAMN18942671_13	SAMN18942671_13_prophage1	48407	71918	23.511	False	Siphoviridae
SAMN18940221_2	SAMN18940221_2_prophage1	48407	71918	23.511	False	Siphoviridae
SAMN18939723_35	SAMN18939723_35_prophage1	46460	69971	23.511	False	Siphoviridae
SAMN18939715_21	SAMN18939715_21_prophage1	46462	69973	23.511	False	Siphoviridae
SAMN21366135_1	SAMN21366135_1_prophage3	2480204	2503714	23.51	False	Siphoviridae
SAMN35728319_1	SAMN35728319_1_prophage4	724813	748322	23.509	False	Siphoviridae
SAMN10365493_108	SAMN10365493_108_prophage1	3581	27090	23.509	False	Siphoviridae
SAMN10365492_85	SAMN10365492_85_prophage1	3577	27086	23.509	False	Siphoviridae
SAMN13735607_53	SAMN13735607_53_prophage3	119279	142780	23.501	False	Siphoviridae
SAMN43785013_12	SAMN43785013_12_prophage2	87264	110759	23.495	False	Siphoviridae
SAMN35006292_1	SAMN35006292_1_prophage2	890747	914240	23.493	False	Siphoviridae
SAMN43785086_29	SAMN43785086_29_prophage1	2257	25747	23.49	False	Siphoviridae
SAMN47311462_4	SAMN47311462_4_prophage1	183843	207332	23.489	False	Siphoviridae
SAMN29224799_12	SAMN29224799_12_prophage2	62175	85662	23.487	False	Siphoviridae
SAMN29224768_12	SAMN29224768_12_prophage1	280378	303865	23.487	False	Siphoviridae
SAMD00065789_1	SAMD00065789_1_prophage1	1841109	1864596	23.487	False	Siphoviridae
SAMN43829058_2	SAMN43829058_2_prophage1	308772	332250	23.478	False	Siphoviridae
SAMN10742272_1	SAMN10742272_1_prophage3	748094	771571	23.477	False	Siphoviridae
SAMN30160606_10	SAMN30160606_10_prophage1	2518	25994	23.476	False	Siphoviridae
SAMN18653197_22	SAMN18653197_22_prophage2	215106	238580	23.474	False	Siphoviridae
SAMN08348227_1	SAMN08348227_1_prophage1	3860	27332	23.472	False	Siphoviridae
SAMN37196898_5	SAMN37196898_5_prophage1	3616	27082	23.466	False	Siphoviridae
SAMN24045799_1	SAMN24045799_1_prophage1	454738	478199	23.461	False	Siphoviridae
SAMN10365453_14	SAMN10365453_14_prophage1	988	24448	23.46	False	Siphoviridae
SAMN12871419_1	SAMN12871419_1_prophage2	1847403	1870861	23.458	False	Siphoviridae
SAMN12027231_12	SAMN12027231_12_prophage1	149451	172909	23.458	False	Siphoviridae
SAMN33617003_1	SAMN33617003_1_prophage7	2460703	2484160	23.457	False	Siphoviridae
SAMN31322005_37	SAMN31322005_37_prophage1	3100	26556	23.456	False	Siphoviridae
SAMN42165371_1	SAMN42165371_1_prophage2	18529	41980	23.451	False	Siphoviridae
SAMN08926768_28	SAMN08926768_28_prophage1	42816	66264	23.448	False	Siphoviridae
SAMN37196897_11	SAMN37196897_11_prophage1	1920	25354	23.434	False	Siphoviridae
SAMN37146070_3	SAMN37146070_3_prophage1	1920	25354	23.434	False	Siphoviridae
SAMN33169506_1	SAMN33169506_1_prophage1	84825	108259	23.434	False	Siphoviridae
SAMN06163248_2	SAMN06163248_2_prophage1	20609	44039	23.43	False	Siphoviridae
SAMN29884051_5	SAMN29884051_5_prophage2	299848	323267	23.419	False	Siphoviridae
SAMN18644857_2	SAMN18644857_2_prophage5	3136775	3160194	23.419	False	Siphoviridae
SAMD00199036_1	SAMD00199036_1_prophage1	76842	100261	23.419	False	Siphoviridae
SAMN04525976_10	SAMN04525976_10_prophage1	10821	34239	23.418	False	Siphoviridae
SAMN07302932_1	SAMN07302932_1_prophage2	2936241	2959657	23.416	False	Siphoviridae
SAMN35367925_10	SAMN35367925_10_prophage1	71444	94859	23.415	False	Siphoviridae
SAMN06227005_1	SAMN06227005_1_prophage1	499749	523158	23.409	False	Siphoviridae
SAMN13008403_10	SAMN13008403_10_prophage1	34859	58262	23.403	False	Siphoviridae
SAMN13008370_10	SAMN13008370_10_prophage1	34859	58262	23.403	False	Siphoviridae
SAMN19292100_65	SAMN19292100_65_prophage3	72427	95829	23.402	False	Siphoviridae
SAMN18018076_47	SAMN18018076_47_prophage1	122841	146241	23.4	False	Siphoviridae
SAMN06130980_26	SAMN06130980_26_prophage1	200345	223739	23.394	False	Myoviridae
SAMN38512581_13	SAMN38512581_13_prophage1	3946	27334	23.388	False	Siphoviridae
SAMN12027235_7	SAMN12027235_7_prophage1	4919	28304	23.385	False	Siphoviridae
SAMN31809786_25	SAMN31809786_25_prophage1	186	23569	23.383	False	Siphoviridae
SAMN31809660_20	SAMN31809660_20_prophage1	5176	28559	23.383	False	Siphoviridae
SAMN31809216_17	SAMN31809216_17_prophage1	5176	28559	23.383	False	Siphoviridae
SAMN31807721_27	SAMN31807721_27_prophage1	5176	28559	23.383	False	Siphoviridae
SAMN17146154_1	SAMN17146154_1_prophage2	533398	556773	23.375	False	Siphoviridae
SAMN43087440_1	SAMN43087440_1_prophage2	1826439	1849813	23.374	False	Siphoviridae
SAMN12027222_11	SAMN12027222_11_prophage1	62232	85599	23.367	False	Myoviridae
SAMN35776889_1	SAMN35776889_1_prophage1	294441	317807	23.366	False	Siphoviridae
SAMN13015363_44	SAMN13015363_44_prophage1	13509	36869	23.36	False	Siphoviridae
SAMN14419795_6	SAMN14419795_6_prophage1	2107	25466	23.359	False	Siphoviridae
SAMN09280118_16	SAMN09280118_16_prophage1	22448	45795	23.347	False	Siphoviridae
SAMN16495312_65	SAMN16495312_65_prophage1	2065	25410	23.345	False	Siphoviridae
SAMN05332112_14	SAMN05332112_14_prophage2	19215	42553	23.338	False	Siphoviridae
SAMN04528231_1	SAMN04528231_1_prophage1	10878	34215	23.337	False	Siphoviridae
SAMN04528229_1	SAMN04528229_1_prophage1	10878	34215	23.337	False	Siphoviridae
SAMN04120644_1	SAMN04120644_1_prophage2	1425749	1449086	23.337	False	Siphoviridae
SAMN34217994_1	SAMN34217994_1_prophage4	1294596	1317929	23.333	False	Siphoviridae
SAMN31230876_29	SAMN31230876_29_prophage1	66729	90062	23.333	False	Siphoviridae
SAMN41462738_22	SAMN41462738_22_prophage1	22932	46264	23.332	False	Siphoviridae
SAMN41086528_22	SAMN41086528_22_prophage1	307779	331111	23.332	False	Siphoviridae
SAMN27723333_2	SAMN27723333_2_prophage1	307844	331176	23.332	False	Siphoviridae
SAMN05981504_6	SAMN05981504_6_prophage1	91091	114423	23.332	False	Siphoviridae
SAMN05981503_1	SAMN05981503_1_prophage1	307843	331175	23.332	False	Siphoviridae
SAMN04530070_1	SAMN04530070_1_prophage2	1716802	1740134	23.332	False	Siphoviridae
SAMN15454222_22	SAMN15454222_22_prophage1	48960	72289	23.329	False	Siphoviridae
SAMN15579850_42	SAMN15579850_42_prophage1	240	23563	23.323	False	Siphoviridae
SAMD00166241_3	SAMD00166241_3_prophage1	142	23465	23.323	False	Siphoviridae
SAMN34126596_1	SAMN34126596_1_prophage1	2713551	2736873	23.322	False	Siphoviridae
SAMN10822535_3	SAMN10822535_3_prophage1	102422	125741	23.319	False	Siphoviridae
SAMN12027224_4	SAMN12027224_4_prophage1	76391	99708	23.317	False	Siphoviridae
SAMN31135166_12	SAMN31135166_12_prophage1	175474	198790	23.316	False	Siphoviridae
SAMN18988549_22	SAMN18988549_22_prophage1	8145	31456	23.311	False	Siphoviridae
SAMN14419821_24	SAMN14419821_24_prophage1	8498	31808	23.31	False	Siphoviridae
SAMN31808653_9	SAMN31808653_9_prophage1	36077	59384	23.307	False	Siphoviridae
SAMN31807762_8	SAMN31807762_8_prophage1	1601	24908	23.307	False	Siphoviridae
SAMN31808955_37	SAMN31808955_37_prophage2	64473	87773	23.3	False	Siphoviridae
SAMN16094718_1	SAMN16094718_1_prophage1	6207	29507	23.3	False	Siphoviridae
SAMN09858434_1	SAMN09858434_1_prophage1	1000077	1023376	23.299	False	Siphoviridae
SAMN07834417_34	SAMN07834417_34_prophage1	151452	174751	23.299	False	Siphoviridae
SAMN07834128_1	SAMN07834128_1_prophage1	151516	174815	23.299	False	Siphoviridae
SAMN07829376_56	SAMN07829376_56_prophage1	101288	124587	23.299	False	Siphoviridae
SAMN04528876_34	SAMN04528876_34_prophage1	69040	92339	23.299	False	Siphoviridae
SAMN00001478_2	SAMN00001478_2_prophage1	516471	539770	23.299	False	Siphoviridae
SAMD00324205_18	SAMD00324205_18_prophage1	516580	539879	23.299	False	Siphoviridae
SAMD00166242_3	SAMD00166242_3_prophage1	101020	124319	23.299	False	Siphoviridae
SAMN07834056_56	SAMN07834056_56_prophage1	101289	124587	23.298	False	Siphoviridae
SAMN07834052_34	SAMN07834052_34_prophage1	101601	124899	23.298	False	Siphoviridae
SAMN36426612_116	SAMN36426612_116_prophage1	5149	28439	23.29	False	Siphoviridae
SAMN16495313_42	SAMN16495313_42_prophage1	7623	30913	23.29	False	Siphoviridae
SAMN42047150_1	SAMN42047150_1_prophage2	1564369	1587657	23.288	False	Siphoviridae
SAMN37264178_1	SAMN37264178_1_prophage1	500045	523332	23.287	False	Siphoviridae
SAMN31037894_1	SAMN31037894_1_prophage3	1358078	1381365	23.287	False	Siphoviridae
SAMN36267751_1	SAMN36267751_1_prophage2	647560	670846	23.286	False	Siphoviridae
SAMN14969420_1	SAMN14969420_1_prophage2	647743	671029	23.286	False	Siphoviridae
SAMN10174879_1	SAMN10174879_1_prophage2	647813	671099	23.286	False	Siphoviridae
SAMN08556546_26	SAMN08556546_26_prophage1	6522	29808	23.286	False	Siphoviridae
SAMN05717713_34	SAMN05717713_34_prophage1	36568	59854	23.286	False	Siphoviridae
SAMN03785590_13	SAMN03785590_13_prophage1	556429	579715	23.286	False	Siphoviridae
SAMN13186402_72	SAMN13186402_72_prophage1	2623	25904	23.281	False	Siphoviridae
SAMN06848401_107	SAMN06848401_107_prophage1	54574	77854	23.28	False	Siphoviridae
SAMN43785077_15	SAMN43785077_15_prophage1	6472	29751	23.279	False	Siphoviridae
SAMN35847938_3	SAMN35847938_3_prophage1	67881	91160	23.279	False	Siphoviridae
SAMN14389562_53	SAMN14389562_53_prophage1	796	24073	23.277	False	Siphoviridae
SAMN37196899_1	SAMN37196899_1_prophage2	993510	1016785	23.275	False	Siphoviridae
SAMN18937939_79	SAMN18937939_79_prophage1	112891	136166	23.275	False	Siphoviridae
SAMN16495344_11	SAMN16495344_11_prophage1	3087	26356	23.269	False	Siphoviridae
SAMN16495312_11	SAMN16495312_11_prophage1	3087	26356	23.269	False	Siphoviridae
SAMN13735609_48	SAMN13735609_48_prophage1	30996	54263	23.267	False	Siphoviridae
SAMN08367724_1	SAMN08367724_1_prophage5	1714168	1737433	23.265	False	Siphoviridae
SAMN16495249_47	SAMN16495249_47_prophage1	155914	179177	23.263	False	Siphoviridae
SAMN40597894_15	SAMN40597894_15_prophage2	23328	46590	23.262	False	Siphoviridae
SAMN36721155_1	SAMN36721155_1_prophage1	4392	27650	23.258	False	Siphoviridae
SAMN41018648_13	SAMN41018648_13_prophage1	4652	27908	23.256	False	Siphoviridae
SAMN31809115_26	SAMN31809115_26_prophage1	3068	26320	23.252	False	Siphoviridae
SAMN33901072_14	SAMN33901072_14_prophage1	3383	26633	23.25	False	Siphoviridae
SAMN38411963_1	SAMN38411963_1_prophage4	2264767	2288010	23.243	False	Siphoviridae
SAMN31808602_37	SAMN31808602_37_prophage1	182967	206209	23.242	False	Siphoviridae
SAMN10365472_146	SAMN10365472_146_prophage1	480	23722	23.242	False	Siphoviridae
SAMN04088897_39	SAMN04088897_39_prophage1	0	23242	23.242	False	Siphoviridae
SAMN31809032_26	SAMN31809032_26_prophage1	24173	47408	23.235	False	Siphoviridae
SAMN12318349_1	SAMN12318349_1_prophage1	849109	872344	23.235	False	Siphoviridae
SAMN02603487_1	SAMN02603487_1_prophage1	1270725	1293960	23.235	False	Siphoviridae
SAMN43087929_1	SAMN43087929_1_prophage2	556972	580203	23.231	False	Siphoviridae
SAMN21840388_22	SAMN21840388_22_prophage1	10926	34157	23.231	False	Siphoviridae
SAMN03654484_18	SAMN03654484_18_prophage1	3827	27054	23.227	False	Siphoviridae
SAMN03654481_21	SAMN03654481_21_prophage1	35032	58259	23.227	False	Siphoviridae
SAMN03654470_1	SAMN03654470_1_prophage1	3827	27054	23.227	False	Siphoviridae
SAMN38985435_1	SAMN38985435_1_prophage3	2684647	2707869	23.222	False	Siphoviridae
SAMN26567290_167	SAMN26567290_167_prophage1	2092	25309	23.217	False	Siphoviridae
SAMN35742095_11	SAMN35742095_11_prophage1	148472	171684	23.212	False	Siphoviridae
SAMN05717760_13	SAMN05717760_13_prophage1	68861	92072	23.211	False	Siphoviridae
SAMN34152068_1	SAMN34152068_1_prophage2	1892796	1916004	23.208	False	Siphoviridae
SAMN34136147_1	SAMN34136147_1_prophage2	1892778	1915986	23.208	False	Siphoviridae
SAMN16814808_1	SAMN16814808_1_prophage2	1892749	1915957	23.208	False	Siphoviridae
SAMN13255727_1	SAMN13255727_1_prophage2	1892722	1915930	23.208	False	Siphoviridae
SAMN40631519_25	SAMN40631519_25_prophage1	1764	24968	23.204	False	Siphoviridae
SAMN28129386_12	SAMN28129386_12_prophage1	15338	38540	23.202	False	Siphoviridae
SAMN28129385_13	SAMN28129385_13_prophage1	15338	38540	23.202	False	Siphoviridae
SAMN28129384_12	SAMN28129384_12_prophage1	15338	38540	23.202	False	Siphoviridae
SAMEA104569583_3	SAMEA104569583_3_prophage1	1435362	1458562	23.2	False	Siphoviridae
SAMN05726897_41	SAMN05726897_41_prophage1	3898	27094	23.196	False	Siphoviridae
SAMN40909103_1	SAMN40909103_1_prophage1	924820	948010	23.19	False	Siphoviridae
SAMN43257775_3	SAMN43257775_3_prophage2	133124	156313	23.189	False	Siphoviridae
SAMN43257773_5	SAMN43257773_5_prophage2	133124	156313	23.189	False	Siphoviridae
SAMN19185869_48	SAMN19185869_48_prophage1	16058	39244	23.186	False	Siphoviridae
SAMN21465947_1	SAMN21465947_1_prophage3	1025674	1048854	23.18	False	Siphoviridae
SAMN38203343_1	SAMN38203343_1_prophage4	2869392	2892566	23.174	False	Siphoviridae
SAMN33906849_66	SAMN33906849_66_prophage2	195786	218956	23.17	False	Siphoviridae
SAMN15533290_10	SAMN15533290_10_prophage1	1975	25145	23.17	False	Siphoviridae
SAMN38815018_33	SAMN38815018_33_prophage1	114481	137648	23.167	False	Siphoviridae
SAMN29224761_34	SAMN29224761_34_prophage1	2568	25735	23.167	False	Siphoviridae
SAMN14600802_1	SAMN14600802_1_prophage2	1333662	1356820	23.158	False	Siphoviridae
SAMN43016444_1	SAMN43016444_1_prophage3	2148944	2172094	23.15	False	Siphoviridae
SAMN05912986_1	SAMN05912986_1_prophage2	1125983	1149126	23.143	False	Siphoviridae
SAMN37528180_28	SAMN37528180_28_prophage1	15413	38554	23.141	False	Siphoviridae
SAMN28911241_2	SAMN28911241_2_prophage2	2183253	2206394	23.141	False	Siphoviridae
SAMN28911214_1	SAMN28911214_1_prophage1	350659	373800	23.141	False	Siphoviridae
SAMN16131644_1	SAMN16131644_1_prophage2	1729934	1753074	23.14	False	Siphoviridae
SAMN13735608_31	SAMN13735608_31_prophage1	228616	251756	23.14	False	Siphoviridae
SAMN42178301_10	SAMN42178301_10_prophage1	57275	80414	23.139	False	Siphoviridae
SAMN33923134_1	SAMN33923134_1_prophage4	1681543	1704681	23.138	False	Siphoviridae
SAMN07305427_1	SAMN07305427_1_prophage2	1211453	1234591	23.138	False	Siphoviridae
SAMN07303085_1	SAMN07303085_1_prophage2	2240002	2263140	23.138	False	Siphoviridae
SAMN03854682_1	SAMN03854682_1_prophage2	1211412	1234550	23.138	False	Siphoviridae
SAMN36267732_1	SAMN36267732_1_prophage2	647560	670697	23.137	False	Siphoviridae
SAMN30948320_1	SAMN30948320_1_prophage2	979911	1003046	23.135	False	Siphoviridae
SAMN00623049_1	SAMN00623049_1_prophage2	125945	149072	23.127	False	Siphoviridae
SAMN05645850_39	SAMN05645850_39_prophage1	4217	27342	23.125	False	Siphoviridae
SAMN05645848_41	SAMN05645848_41_prophage1	4083	27208	23.125	False	Siphoviridae
SAMN05645842_43	SAMN05645842_43_prophage1	4217	27342	23.125	False	Siphoviridae
SAMN05645841_42	SAMN05645841_42_prophage1	4217	27342	23.125	False	Siphoviridae
SAMN29421124_19	SAMN29421124_19_prophage1	835	23959	23.124	False	Siphoviridae
SAMN19608004_10	SAMN19608004_10_prophage1	1016818	1039941	23.123	False	Siphoviridae
SAMN18942680_13	SAMN18942680_13_prophage1	51473	74596	23.123	False	Siphoviridae
SAMN35126330_10	SAMN35126330_10_prophage1	64334	87449	23.115	False	Siphoviridae
SAMN04088879_46	SAMN04088879_46_prophage1	2026	25141	23.115	False	Siphoviridae
SAMN05341252_32	SAMN05341252_32_prophage2	16281	39393	23.112	False	Siphoviridae
SAMN31807830_1	SAMN31807830_1_prophage1	635988	659099	23.111	False	Siphoviridae
SAMN16327723_1	SAMN16327723_1_prophage3	2691694	2714805	23.111	True	Siphoviridae
SAMN04528826_55	SAMN04528826_55_prophage1	85421	108532	23.111	False	Siphoviridae
SAMN19274596_15	SAMN19274596_15_prophage1	1039	24147	23.108	False	Siphoviridae
SAMN13526687_1	SAMN13526687_1_prophage2	543785	566890	23.105	False	Siphoviridae
SAMN03654356_32	SAMN03654356_32_prophage1	143003	166101	23.098	False	Siphoviridae
SAMN13267039_1	SAMN13267039_1_prophage2	35762	58858	23.096	False	Siphoviridae
SAMN43784996_18	SAMN43784996_18_prophage1	17727	40813	23.086	False	Siphoviridae
SAMN37140643_21	SAMN37140643_21_prophage1	10215	33301	23.086	False	Siphoviridae
SAMN33901077_16	SAMN33901077_16_prophage1	66382	89468	23.086	False	Siphoviridae
SAMN31807850_56	SAMN31807850_56_prophage2	170803	193889	23.086	False	Siphoviridae
SAMN28178374_131	SAMN28178374_131_prophage1	76030	99115	23.085	False	Siphoviridae
SAMN40733484_73	SAMN40733484_73_prophage1	32665	55749	23.084	False	Siphoviridae
SAMN06848387_18	SAMN06848387_18_prophage1	2553	25633	23.08	False	Siphoviridae
SAMN19374045_2	SAMN19374045_2_prophage1	35416	58492	23.076	False	Siphoviridae
SAMN35367925_2	SAMN35367925_2_prophage1	208027	231102	23.075	False	Siphoviridae
SAMN08801721_1	SAMN08801721_1_prophage1	55300	78365	23.065	True	Siphoviridae
SAMN31266030_62	SAMN31266030_62_prophage1	33900	56960	23.06	False	Siphoviridae
SAMN14517828_12	SAMN14517828_12_prophage1	224093	247152	23.059	False	Siphoviridae
SAMN16131617_1	SAMN16131617_1_prophage2	507329	530384	23.055	False	Siphoviridae
SAMN46787187_1	SAMN46787187_1_prophage3	531024	554077	23.053	False	Siphoviridae
SAMN09453118_1	SAMN09453118_1_prophage3	820588	843630	23.042	False	Siphoviridae
SAMN15532806_19	SAMN15532806_19_prophage1	4633	27673	23.04	False	Siphoviridae
SAMN38502404_4	SAMN38502404_4_prophage2	65707	88743	23.036	False	Siphoviridae
SAMN14671401_47	SAMN14671401_47_prophage2	65414	88450	23.036	False	Siphoviridae
SAMN14671341_48	SAMN14671341_48_prophage2	65414	88450	23.036	False	Siphoviridae
SAMN11650212_1	SAMN11650212_1_prophage2	1258195	1281231	23.036	False	Siphoviridae
SAMN11653949_2	SAMN11653949_2_prophage1	177464	200498	23.034	False	Siphoviridae
SAMN06061940_1	SAMN06061940_1_prophage1	1584111	1607145	23.034	False	Siphoviridae
SAMN03463677_23	SAMN03463677_23_prophage1	7377	30411	23.034	False	Siphoviridae
SAMN41372070_10	SAMN41372070_10_prophage1	67719	90751	23.032	False	Siphoviridae
SAMN31322638_77	SAMN31322638_77_prophage1	417	23449	23.032	False	Siphoviridae
SAMN19185854_10	SAMN19185854_10_prophage2	87165	110197	23.032	False	Siphoviridae
SAMN15533021_77	SAMN15533021_77_prophage1	481	23513	23.032	False	Siphoviridae
SAMN43829064_5	SAMN43829064_5_prophage1	193849	216875	23.026	False	Siphoviridae
SAMN03197988_30	SAMN03197988_30_prophage1	2020	25046	23.026	False	Siphoviridae
SAMN47318502_1	SAMN47318502_1_prophage1	189611	212634	23.023	False	Siphoviridae
SAMN47318182_1	SAMN47318182_1_prophage1	1326890	1349913	23.023	False	Siphoviridae
SAMN30157603_1	SAMN30157603_1_prophage2	1241474	1264497	23.023	False	Siphoviridae
SAMN17146152_2	SAMN17146152_2_prophage2	362068	385085	23.017	False	Siphoviridae
SAMD00520110_1	SAMD00520110_1_prophage5	542818	565835	23.017	False	Siphoviridae
SAMN02470918_8	SAMN02470918_8_prophage1	360573	383587	23.014	False	Myoviridae
SAMN29593134_18	SAMN29593134_18_prophage1	1438	24449	23.011	False	Siphoviridae
SAMN34264883_2	SAMN34264883_2_prophage4	306162	329171	23.009	False	Siphoviridae
SAMN34264849_2	SAMN34264849_2_prophage4	306114	329123	23.009	False	Siphoviridae
SAMN34264748_2	SAMN34264748_2_prophage1	50432	73441	23.009	False	Siphoviridae
SAMN29593124_2	SAMN29593124_2_prophage1	79751	102760	23.009	False	Siphoviridae
SAMN37344986_1	SAMN37344986_1_prophage5	2228599	2251606	23.007	False	Siphoviridae
SAMN44754175_1	SAMN44754175_1_prophage1	1754179	1777185	23.006	False	Siphoviridae
SAMN34217994_1	SAMN34217994_1_prophage6	2282241	2305247	23.006	False	Siphoviridae
SAMN18529538_11	SAMN18529538_11_prophage1	75023	98025	23.002	False	Siphoviridae
SAMN18529533_13	SAMN18529533_13_prophage1	7865	30867	23.002	False	Siphoviridae
SAMN06848402_86	SAMN06848402_86_prophage1	65472	88469	22.997	False	Siphoviridae
SAMN29722242_11	SAMN29722242_11_prophage2	87297	110290	22.993	False	Siphoviridae
SAMN11189927_1	SAMN11189927_1_prophage1	7374	30360	22.986	False	Siphoviridae
SAMN13008349_3	SAMN13008349_3_prophage1	23081	46066	22.985	False	Siphoviridae
SAMN10365594_46	SAMN10365594_46_prophage1	48684	71669	22.985	False	Siphoviridae
SAMN34277114_3	SAMN34277114_3_prophage2	64318	87302	22.984	False	Siphoviridae
SAMN28129388_76	SAMN28129388_76_prophage2	64318	87302	22.984	False	Siphoviridae
SAMN11431368_10	SAMN11431368_10_prophage2	27363	50347	22.984	False	Siphoviridae
SAMN33575944_34	SAMN33575944_34_prophage1	149927	172900	22.973	False	Siphoviridae
SAMN16675130_13	SAMN16675130_13_prophage2	128291	151263	22.972	False	Siphoviridae
SAMN14884381_1	SAMN14884381_1_prophage1	233652	256624	22.972	False	Siphoviridae
SAMN33575940_11	SAMN33575940_11_prophage2	30253	53224	22.971	False	Siphoviridae
SAMN39645048_4	SAMN39645048_4_prophage1	117478	140448	22.97	False	Siphoviridae
SAMN33744732_1	SAMN33744732_1_prophage3	2180597	2203567	22.97	False	Siphoviridae
SAMN33741212_1	SAMN33741212_1_prophage3	2197721	2220691	22.97	False	Siphoviridae
SAMN32023558_1	SAMN32023558_1_prophage3	2356269	2379239	22.97	False	Siphoviridae
SAMN31566000_12	SAMN31566000_12_prophage2	130876	153846	22.97	False	Siphoviridae
SAMN31565945_12	SAMN31565945_12_prophage2	461713	484683	22.97	False	Siphoviridae
SAMN31565944_12	SAMN31565944_12_prophage2	172183	195153	22.97	False	Siphoviridae
SAMN31230866_11	SAMN31230866_11_prophage1	341575	364545	22.97	False	Siphoviridae
SAMN29224770_1	SAMN29224770_1_prophage2	119764	142734	22.97	False	Siphoviridae
SAMN29058047_2	SAMN29058047_2_prophage1	341327	364297	22.97	False	Siphoviridae
SAMN29058046_2	SAMN29058046_2_prophage1	341266	364236	22.97	False	Siphoviridae
SAMN27533486_2	SAMN27533486_2_prophage2	130881	153851	22.97	False	Siphoviridae
SAMEA115874884_2	SAMEA115874884_2_prophage1	144123	167093	22.97	False	Siphoviridae
SAMN43829071_20	SAMN43829071_20_prophage2	238507	261476	22.969	False	Siphoviridae
SAMN38673182_1	SAMN38673182_1_prophage4	811805	834774	22.969	False	Siphoviridae
SAMN29224785_1	SAMN29224785_1_prophage2	130435	153404	22.969	False	Siphoviridae
SAMN29224762_1	SAMN29224762_1_prophage2	1180321	1203290	22.969	False	Siphoviridae
SAMN31888291_1	SAMN31888291_1_prophage2	1237006	1259973	22.967	False	Siphoviridae
SAMN33906861_22	SAMN33906861_22_prophage1	147063	170029	22.966	False	Siphoviridae
SAMN43227703_2	SAMN43227703_2_prophage1	293494	316459	22.965	False	Siphoviridae
SAMN33919375_10	SAMN33919375_10_prophage1	51792	74746	22.954	False	Siphoviridae
SAMN22167494_56	SAMN22167494_56_prophage1	176690	199644	22.954	False	Siphoviridae
SAMN16383067_11	SAMN16383067_11_prophage1	261231	284185	22.954	False	Siphoviridae
SAMN16383066_11	SAMN16383066_11_prophage1	524668	547622	22.954	False	Siphoviridae
SAMN46434682_171	SAMN46434682_171_prophage1	116521	139468	22.947	False	Siphoviridae
SAMN32299586_2	SAMN32299586_2_prophage1	49247	72194	22.947	False	Siphoviridae
SAMN27533020_1	SAMN27533020_1_prophage1	93732	116679	22.947	False	Siphoviridae
SAMN27533019_1	SAMN27533019_1_prophage1	93732	116679	22.947	False	Siphoviridae
SAMN10743347_1	SAMN10743347_1_prophage2	1709168	1732100	22.932	False	Siphoviridae
SAMN36329518_2	SAMN36329518_2_prophage1	268676	291604	22.928	False	Siphoviridae
SAMN00623049_2	SAMN00623049_2_prophage2	231577	254505	22.928	False	Siphoviridae
SAMN40655006_2	SAMN40655006_2_prophage3	1711271	1734198	22.927	False	Siphoviridae
SAMN40655005_2	SAMN40655005_2_prophage5	3140636	3163563	22.927	False	Siphoviridae
SAMN40655002_2	SAMN40655002_2_prophage3	1955667	1978594	22.927	False	Siphoviridae
SAMN40655001_2	SAMN40655001_2_prophage3	1227243	1250170	22.927	False	Siphoviridae
SAMN46310441_43	SAMN46310441_43_prophage1	2962	25886	22.924	False	Myoviridae
SAMN21840365_11	SAMN21840365_11_prophage1	20892	43814	22.922	False	Siphoviridae
SAMN21840364_11	SAMN21840364_11_prophage1	54583	77505	22.922	False	Siphoviridae
SAMN22258613_77	SAMN22258613_77_prophage2	15061	37981	22.92	False	Siphoviridae
SAMN23720003_64	SAMN23720003_64_prophage1	7833	30751	22.918	False	Siphoviridae
SAMN22307049_17	SAMN22307049_17_prophage1	9987	32900	22.913	False	Siphoviridae
SAMN43829071_1	SAMN43829071_1_prophage1	87513	110425	22.912	False	Siphoviridae
SAMN32261912_14	SAMN32261912_14_prophage1	13874	36782	22.908	False	Siphoviridae
SAMN18018085_42	SAMN18018085_42_prophage1	441111	464019	22.908	False	Siphoviridae
SAMN33906883_5	SAMN33906883_5_prophage1	164227	187132	22.905	False	Siphoviridae
SAMN33575955_21	SAMN33575955_21_prophage1	573782	596683	22.901	False	Siphoviridae
SAMN10319712_6	SAMN10319712_6_prophage1	113178	136078	22.9	False	Myoviridae / Siphoviridae
SAMN38999343_5	SAMN38999343_5_prophage1	1480	24379	22.899	False	Siphoviridae
SAMN40597884_2	SAMN40597884_2_prophage2	39585	62482	22.897	False	Siphoviridae
SAMN16495298_44	SAMN16495298_44_prophage1	3544	26441	22.897	False	Siphoviridae
SAMN16495280_33	SAMN16495280_33_prophage2	203803	226700	22.897	False	Siphoviridae
SAMN16495263_22	SAMN16495263_22_prophage2	89446	112343	22.897	False	Siphoviridae
SAMN03654482_10	SAMN03654482_10_prophage1	60678	83572	22.894	False	Siphoviridae
SAMN22863702_12	SAMN22863702_12_prophage1	144819	167712	22.893	False	Siphoviridae
SAMN03333292_19	SAMN03333292_19_prophage1	4756	27649	22.893	False	Myoviridae
